date,al_lme_prices,"('FeatureName.EXCHANGE_CURRENCY', 'us_dollar_index')","('FeatureName.EXPORT_CURRENCY', 'canadian_dollar_spot')","('FeatureName.EXPORT_CURRENCY', 'euro_spot')","('FeatureName.EXPORT_CURRENCY', 'emirate_dirham_spot')","('FeatureName.EXPORT_CURRENCY', 'russian_ruble_spot')","('FeatureName.EXPORT_CURRENCY', 'indian_rupee_spot')","('FeatureName.EXPORT_CURRENCY', 'nor_krone_spot')","('FeatureName.EXPORT_CURRENCY', 'australian_dollar_spot')","('FeatureName.EXPORT_CURRENCY', 'malaysian_ringgit_spot')","('FeatureName.IMPORT_CURRENCY', 'euro_spot')","('FeatureName.IMPORT_CURRENCY', 'japanese_yen_spot')","('FeatureName.IMPORT_CURRENCY', 'mexican_peso_spot')","('FeatureName.IMPORT_CURRENCY', 'south_korean_won_spot')","('FeatureName.IMPORT_CURRENCY', 'china_yuan_spot')","('FeatureName.IMPORT_CURRENCY', 'uk_pound_spot')","('FeatureName.IMPORT_CURRENCY', 'indian_rupee_spot')","('FeatureName.INVENTORY_STOCK', 'al_lme_closing_stock')","('FeatureName.INVENTORY_STOCK', 'al_comex_stocks')","('FeatureName.INVENTORY_STOCK', 'al_shfe_stocks')","('FeatureName.INVENTORY', 'al_lme_cancelled_warrants')","('FeatureName.INVENTORY', 'al_lme_delivered_out')","('FeatureName.INVENTORY', 'al_lme_delivered_in')","('FeatureName.SENTIMENT', 'pct_change_indpro_us')","('FeatureName.SENTIMENT', 'vdax_index')","('FeatureName.SENTIMENT', 'vix')","('FeatureName.SENTIMENT', '10yr_tips')","('FeatureName.SENTIMENT', 'ftse_bric_50_index')","('FeatureName.SENTIMENT', 'msci_em_europe_index')","('FeatureName.SENTIMENT', 'msci_europe_index')","('FeatureName.SENTIMENT', 'us_treasuries_2y')","('FeatureName.SENTIMENT', 'us_treasuries_10y')","('FeatureName.SENTIMENT', 'spx_small_cap_index')","('FeatureName.SENTIMENT', 'spx_index')","('FeatureName.SENTIMENT', 'eurostoxx_banks_index')","('FeatureName.SENTIMENT', 'eurostoxx_50_index')","('FeatureName.SENTIMENT', 'bdi')","('FeatureName.SENTIMENT', 'china_300')","('FeatureName.SENTIMENT', 'china_gdp_agr')","('FeatureName.SENTIMENT', 'germany_gdp_agr')","('FeatureName.SENTIMENT', 'japan_gdp_agr')","('FeatureName.SENTIMENT', 'us_gdp_agr')","('FeatureName.SENTIMENT', 'china_caixin_pmi')","('FeatureName.SENTIMENT', 'germany_pmi')","('FeatureName.SENTIMENT', 'japan_pmi')","('FeatureName.SENTIMENT', 'us_pmi')"
11/5/2019,1817,97.983,1.3154,1.1074,3.6728,63.44,70.77,9.1728,0.6893,4.129,1.1074,109.15,19.2,1155.82,7.0082,1.2882,70.77,948600,22558,63650,165800,2675,125,-2.4,13.62,13.1,0.18,1251.57,257.246,1715.335,1.63,1.86,990.18,3074.6159,94.31,3676.52,1656,4002.8128,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/6/2019,1816.25,97.952,1.318,1.1065,3.6728,63.792,71,9.1704,0.6882,4.135,1.1065,108.96,19.141,1160.41,6.9968,1.285,71,945475,22538,62289,162675,3125,125,-2.4,14.17,12.62,0.15,1251.7,257.319,1718.893,1.61,1.81,984.54,3076.7753,94.52,3688.74,1533,3984.8816,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/7/2019,1824.25,98.143,1.3169,1.1049,3.6728,63.51,71.044,9.1088,0.6897,4.1225,1.1049,109.27,19.132,1154.31,6.9766,1.2813,71.044,943175,22439,61335,164325,2300,125,-2.4,13.1,12.73,0.23,1263.48,259.17,1719.942,1.68,1.92,987.52,3085.1819,96.75,3706.68,1428,3991.8749,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/8/2019,1817.25,98.353,1.3228,1.1016,3.6728,63.7725,71.35,9.1311,0.6859,4.131,1.1016,109.27,19.0971,1158.6,6.9954,1.277,71.35,940500,22439,60754,161650,2675,125,-2.4,12.74,12.07,0.23,1251.78,256.658,1711.51,1.68,1.94,988.56,3093.0848,95.37,3699.65,1378,3973.0107,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/11/2019,1781.5,98.2,1.3231,1.1032,3.6728,63.8625,71.56,9.1321,0.6849,4.1421,1.1032,109.04,19.107,1164.45,7.0098,1.2851,71.56,942125,22439,59680,159200,2450,4075,-2.4,14.74,12.69,0.23,1233.79,255.766,1713.155,1.68,1.94,985.62,3087.005,95.31,3696.82,1345,3902.9783,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/12/2019,1778,98.309,1.3231,1.1007,3.6728,64.229,71.78,9.1644,0.684,4.141,1.1007,109,19.3068,1165.53,7.0066,1.2844,71.78,945900,22439,61735,152975,6225,10000,-2.4,14.81,12.68,0.22,1237.35,255.619,1716.34,1.66,1.92,985.47,3091.839,95.68,3712.2,1354,3903.6888,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/13/2019,1765.5,98.373,1.3249,1.1006,3.6728,64.36,72.14,9.1829,0.6837,4.152,1.1006,108.81,19.3499,1171.09,7.0223,1.2849,72.14,1020975,22439,66571,150725,3000,78075,-2.4,15.59,13,0.22,1219.03,254.093,1711.314,1.63,1.88,979.62,3094.0353,93.4,3699.5,1365,3899.9815,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/14/2019,1737.5,98.163,1.3245,1.1021,3.6726,63.952,71.9532,9.1637,0.6786,4.156,1.1021,108.39,19.3125,1168.08,7.0195,1.2881,71.9532,1065175,22338,78040,148350,2375,46575,-2.4,15.59,13.05,0.2,1209.38,254.977,1703.233,1.58,1.82,977.88,3096.6331,93.06,3688.81,1364,3905.857,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/15/2019,1759,97.999,1.3221,1.105,3.6726,63.7625,71.64,9.0898,0.6819,4.1515,1.105,108.73,19.1758,1162.65,7.0075,1.2899,71.64,1156250,22338,92190,146550,1800,92875,-2.4,15.59,12.05,0.21,1218.2,256.211,1717.826,1.61,1.84,982.71,3120.4604,93.65,3711.61,1357,3877.0892,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/18/2019,1740,97.794,1.3206,1.107,3.6728,63.8175,71.94,9.1145,0.6808,4.154,1.107,108.66,19.3116,1166.23,7.0246,1.2952,71.94,1158975,22319,92190,181025,850,3575,-2.4,13.68,12.46,0.18,1222.89,255.667,1721.626,1.6,1.81,978.66,3122.028,93.2,3704.92,1338,3907.9291,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/19/2019,1733.75,97.856,1.3266,1.1078,3.6726,63.8225,71.82,9.1228,0.6825,4.156,1.1078,108.53,19.336,1167.35,7.0263,1.2922,71.82,1169525,21245,92139,179725,3175,13725,-2.4,14.31,12.86,0.16,1233.13,257.843,1719.084,1.6,1.79,980.21,3120.1813,93.39,3696.56,1304,3947.0392,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/20/2019,1751,97.934,1.3303,1.1072,3.6728,63.815,71.743,9.1334,0.6802,4.164,1.1072,108.6,19.457,1169.82,7.0344,1.2922,71.743,1170675,20217,92089,179900,2850,4000,-2.4,14.47,12.78,0.13,1223.51,258.091,1709.717,1.56,1.73,974.03,3108.4582,93.2,3683.88,1260,3907.8641,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/21/2019,1747.5,97.993,1.3285,1.1057,3.6728,63.695,71.74,9.1437,0.6784,4.168,1.1057,108.63,19.3808,1176.45,7.0285,1.2913,71.74,1180400,20924,84840,179525,675,10400,-2.4,14.69,13.13,0.14,1220.35,257.124,1704.978,1.6,1.77,969.46,3103.5369,93.57,3679.66,1255,3889.598,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/22/2019,1751,98.27,1.3301,1.1022,3.6728,63.8345,71.786,9.1609,0.6786,4.17,1.1022,108.64,19.3721,1179.33,7.0389,1.283,71.786,1230025,20250,78033,178300,1325,50950,-2.4,14.65,12.34,0.15,1229.8,257.098,1706.209,1.61,1.77,972.13,3110.2883,94.22,3687.32,1284,3849.9948,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/25/2019,1745.25,98.323,1.3297,1.1013,3.6725,63.9,71.6844,9.1746,0.6777,4.177,1.1013,108.9,19.4381,1172.9,7.0349,1.2898,71.6844,1229475,20380,73290,179675,550,50950,-2.4,13.95,11.87,0.14,1242.1,255.652,1720.213,1.61,1.76,995.86,3133.6428,94.6,3707.68,1351,3878.2061,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/26/2019,1764,98.252,1.327,1.1018,3.6728,63.9743,71.47,9.1686,0.6787,4.181,1.1018,109.03,19.5152,1172.42,7.0319,1.2865,71.47,1228325,20380,73566,164900,1150,50950,-2.4,13.37,11.54,0.12,1240.35,251.379,1721.394,1.58,1.74,995.57,3140.5199,93.98,3705.55,1426,3891.6533,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/27/2019,1774.5,98.37,1.3281,1.0998,3.6728,63.9599,71.25,9.1587,0.6775,4.17,1.0998,109.55,19.5094,1175.97,7.028,1.2921,71.25,1230300,20360,72519,163300,1850,3825,-2.4,13.33,11.75,0.14,1249.14,251.396,1724.419,1.63,1.77,999.99,3153.6281,94.31,3712.85,1440,3875.6186,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/28/2019,1763.25,98.37,1.3277,1.1007,3.6728,64.0465,71.5,9.1691,0.6768,4.172,1.1007,109.5,19.4704,1178.09,7.0347,1.2911,71.5,1271650,20360,70058,162700,700,42050,-2.4,13.98,11.75,0.14,1248.27,250.259,1723.103,1.63,1.77,999.99,3153.6281,93.66,3704.48,1467,3862.3029,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
11/29/2019,1792,98.273,1.3275,1.1015,3.6728,64.354,71.746,9.2187,0.6764,4.175,1.1015,109.51,19.562,1180.7,7.0308,1.2933,71.746,1273300,20360,67033,158650,4050,5700,-2.4,14.44,12.62,0.17,1231.59,250.609,1718.095,1.61,1.78,993.51,3140.9806,93.2,3703.58,1528,3828.6706,5.9,1.3,1.1,2.3,51.7,42.1,48.9,51.3
12/2/2019,1812.75,97.856,1.3308,1.1077,3.6728,64.2085,71.6192,9.1638,0.6817,4.178,1.1077,108.98,19.577,1184.78,7.038,1.2936,71.6192,1277300,20357,62146,156525,2125,6125,-1.9,18.11,14.91,0.18,1231.6,249.294,1698.509,1.61,1.83,981.57,3113.8736,92.15,3626.66,1568,3828.6706,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/3/2019,1774.5,97.737,1.3294,1.1081,3.6728,64.0675,71.73,9.1819,0.6846,4.173,1.1081,108.62,19.548,1189.36,7.0609,1.2992,71.73,1274850,20357,61742,153350,2725,275,-1.9,19.02,15.96,0.09,1225.81,247.742,1688.547,1.53,1.72,977.51,3093.2009,90.99,3610.99,1606,3851.0873,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/4/2019,1767,97.648,1.3199,1.1076,3.6728,63.87,71.471,9.1726,0.6849,4.175,1.1076,108.85,19.4255,1191.15,7.0489,1.3103,71.471,1285275,20357,61242,150725,3225,13650,-1.9,16.84,14.8,0.11,1222.46,250.261,1708.721,1.58,1.77,985.29,3112.7563,92.88,3660.02,1599,3849.819,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/5/2019,1751.5,97.41,1.3173,1.1102,3.6728,63.7214,71.2269,9.137,0.6833,4.168,1.1102,108.75,19.369,1187.92,7.0445,1.3155,71.2269,1284300,20357,61143,148650,2075,1100,-1.9,17.16,14.52,0.13,1236.59,249.751,1707.087,1.58,1.8,988.01,3117.4286,92.78,3648.13,1575,3879.3638,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/6/2019,1772.25,97.7,1.3255,1.1057,3.6728,63.6507,71.2679,9.1247,0.6838,4.158,1.1057,108.59,19.301,1185.51,7.0348,1.3135,71.2679,1288150,20357,59947,145625,3025,6875,-1.9,15.41,13.62,0.15,1249.97,251.072,1720.485,1.61,1.84,1002.13,3145.911,93.9,3692.34,1558,3902.3853,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/9/2019,1760,97.644,1.3237,1.1062,3.6728,63.5266,70.96,9.1443,0.6822,4.159,1.1062,108.55,19.2285,1189.55,7.0389,1.3143,70.96,1303975,19177,58946,141525,4175,20000,-1.9,17.11,15.86,0.14,1247.76,252.131,1719.809,1.63,1.83,999.06,3135.9614,93.73,3672.18,1551,3895.4468,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/10/2019,1751.5,97.413,1.3225,1.1092,3.6728,63.4645,70.8,9.1764,0.6809,4.163,1.1092,108.7,19.2534,1189.49,7.0328,1.3154,70.8,1330825,18979,55843,135775,3700,30550,-1.9,17.69,15.68,0.14,1248.06,250.19,1718.601,1.65,1.85,998.87,3132.5186,93.47,3671.78,1528,3900.3843,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/11/2019,1751.25,97.413,1.3171,1.1128,3.6728,63.3141,70.7,9.1103,0.6874,4.163,1.1128,108.54,19.1145,1188.61,7.0384,1.3193,70.7,1343800,18508,53922,125675,2025,15000,-1.9,18.43,14.99,0.1,1263.88,252.668,1722.051,1.61,1.79,999.04,3141.6267,93.54,3687.45,1460,3902.7492,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/12/2019,1761.75,97.397,1.3182,1.1128,3.6728,62.7234,70.56,9.0784,0.6908,4.158,1.1128,109.29,19.05,1171.89,6.9809,1.3162,70.56,1375675,18241,52569,111750,1100,32975,-1.9,19.16,13.94,0.18,1281.2,255.251,1732.688,1.66,1.9,1009.59,3168.5692,96.12,3706.35,1388,3891.0242,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/13/2019,1756.35,97.172,1.3165,1.1119,3.6728,62.8165,70.795,9.0305,0.6875,4.1335,1.1119,109.36,19.0079,1175.57,6.9848,1.3325,70.795,1403075,18137,50660,94075,3000,30400,-1.9,14.95,12.63,0.12,1299.03,257.516,1753.388,1.61,1.82,1002.79,3168.7996,96.18,3731.07,1355,3968.2211,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/16/2019,1770,97.019,1.315,1.1142,3.6728,62.4704,70.91,9.0096,0.6884,4.14,1.1142,109.49,18.9252,1167.48,6.9921,1.3329,70.91,1444300,17914,54053,123100,1275,42500,-1.9,14.87,12.14,0.16,1302.28,259.453,1777.896,1.65,1.89,1007.93,3191.449,97.83,3772.74,1315,3987.5464,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/17/2019,1748.25,97.222,1.3158,1.1149,3.6728,62.3725,71.03,9.0202,0.685,4.141,1.1149,109.47,18.926,1163.15,6.9967,1.3128,71.03,1487775,17643,52755,145800,250,43725,-1.9,16.24,12.29,0.14,1318.16,261.826,1769.49,1.63,1.89,1015.72,3192.5186,97.62,3745.28,1281,4041.7996,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/18/2019,1754.75,97.4,1.3113,1.1111,3.6728,62.6175,70.99,9.0048,0.6852,4.137,1.1111,109.53,18.96,1166.57,7,1.3076,70.99,1487300,17312,52226,145325,475,43725,-1.9,16.98,12.58,0.16,1329.17,264.571,1763.155,1.63,1.92,1019.53,3191.142,98.04,3739,1221,4032.7826,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/19/2019,1774.5,97.379,1.3125,1.112,3.6728,62.362,71.17,8.9686,0.6884,4.14,1.112,109.37,18.913,1162.27,7.0097,1.3007,71.17,1486550,17163,50876,181400,750,43725,-1.9,16.98,12.5,0.15,1327.4,264.582,1764.803,1.62,1.92,1022.44,3205.3684,98.54,3739.17,1151,4027.1495,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/20/2019,1774.5,97.379,1.3125,1.112,3.6728,62.362,71.17,8.9686,0.6884,4.14,1.112,109.37,18.913,1162.27,7.0097,1.3002,71.17,1485625,17163,48707,287600,925,43725,-1.9,16.98,12.51,0.15,1330.17,264.673,1773.663,1.63,1.92,1022.88,3221.2246,98.75,3776.56,1151,4017.2527,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/23/2019,1777.25,97.658,1.3143,1.1086,3.6728,62.22,71.21,8.9553,0.6922,4.141,1.1086,109.39,18.952,1163.04,7.0124,1.2933,71.21,1484525,16742,46191,556475,1650,550,-1.9,12.69,12.61,0.18,1339.32,266.14,1773.451,1.64,1.93,1022.67,3224.0099,97.76,3776.66,1103,3967.0962,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/24/2019,1790.5,97.654,1.3165,1.1087,3.6728,61.8715,71.27,8.9085,0.692,4.135,1.1087,109.39,18.973,1162.52,7.0064,1.2944,71.27,1483625,16545,44195,556325,900,550,-1.9,12.69,12.67,0.15,1338.03,266.957,1776.342,1.62,1.9,1024.69,3223.3757,97.65,3774.39,1090,3992.9581,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/25/2019,1790.5,97.654,1.316,1.109,3.6728,61.837,71.27,8.9152,0.6919,4.135,1.109,109.35,18.969,1159.76,6.989,1.296,71.27,1483625,16545,43472,556325,900,550,-1.9,12.69,12.67,0.15,1338.03,266.402,1776.342,1.62,1.9,1024.69,3223.3757,97.65,3774.39,1090,3990.8671,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/26/2019,1790.5,97.534,1.3121,1.1096,3.6726,62.225,71.29,8.8814,0.6945,4.131,1.1096,109.63,18.931,1161.3,6.9925,1.2992,71.29,1483625,16545,43070,556325,900,550,-1.9,12.69,12.65,0.16,1343.52,265.999,1778.157,1.64,1.9,1023.7,3239.9071,97.65,3774.39,1090,4025.9879,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/27/2019,1798.75,96.919,1.3076,1.1175,3.6726,62.0125,71.44,8.8189,0.6977,4.126,1.1175,109.41,18.8316,1158.95,6.9954,1.3076,71.44,1477725,16396,41553,550425,5900,550,-1.9,12.55,13.43,0.15,1351.86,267.684,1791.255,1.59,1.88,1018.87,3240.0204,97.22,3782.27,1090,4022.0278,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/30/2019,1799.5,96.74,1.3064,1.1197,3.6728,61.987,71.31,8.813,0.6994,4.1045,1.1197,108.86,18.923,1156.97,6.9864,1.3113,71.31,1475025,16396,38827,562525,2700,550,-1.9,13.67,14.82,0.15,1348,268.16,1781.978,1.58,1.9,1018.02,3221.2918,96.78,3748.47,1090,4081.6334,5.9,1.3,1.1,2.3,51.8,44.1,48.9,52.6
12/31/2019,1781.25,96.389,1.2986,1.121,3.6728,61.9191,71.35,8.7784,0.7021,4.089,1.121,108.61,18.925,1154.07,6.9618,1.3259,71.35,1473025,16396,38427,560525,2000,550,-2.2,13.67,13.78,0.15,1340.41,267.566,1784.164,1.58,1.92,1021.18,3230.782,96.71,3745.15,1090,4096.5821,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/1/2020,1781.25,96.389,1.2986,1.121,3.6728,61.9322,71.2225,8.782,0.7017,4.089,1.121,108.7,18.925,1154.02,6.9592,1.3254,71.2225,1473025,16396,38427,560525,2000,550,-2.2,13.67,13.78,0.15,1340.41,267.317,1784.164,1.58,1.92,1021.18,3230.782,96.71,3745.15,1090,4096.5821,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/2/2020,1775,96.846,1.2978,1.117,3.6728,61.665,71.34,8.795,0.6993,4.085,1.117,108.57,18.832,1157.35,6.9642,1.3144,71.34,1470925,16396,39550,561625,2100,550,-2.2,13.22,12.47,0.08,1374.12,269,1796.814,1.58,1.88,1020.83,3257.8478,99.33,3793.24,976,4152.2408,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/3/2020,1792.5,96.838,1.2999,1.1158,3.6728,62.07,71.76,8.8384,0.6951,4.1005,1.1158,108.08,18.917,1164.95,6.9649,1.3086,71.76,1463200,17145,40350,524550,7725,550,-2.2,15.41,14.02,0.03,1365.37,268.216,1786.366,1.53,1.8,1020.93,3234.8486,98.18,3773.37,907,4152.2408,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/6/2020,1800,96.671,1.2963,1.1193,3.6728,61.7636,71.864,8.7915,0.6939,4.102,1.1193,108.36,18.837,1166.94,6.9749,1.3167,71.864,1451575,17145,40523,516975,11625,550,-2.2,17.56,13.85,0.06,1360.6,265.754,1783.64,1.54,1.81,1019.76,3246.2826,97.34,3752.52,844,4129.2954,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/7/2020,1785.25,97.005,1.3003,1.1151,3.6728,61.9255,71.84,8.8522,0.6868,4.091,1.1151,108.42,18.898,1167.3,6.9443,1.3123,71.84,1439300,17145,42265,504800,12275,550,-2.2,16.69,13.79,0.09,1366.38,264.856,1779.851,1.54,1.83,1014.09,3237.1825,97.61,3759.25,791,4160.2274,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/8/2020,1768.25,97.299,1.3037,1.1103,3.6728,61.2175,71.506,8.8683,0.6865,4.1,1.1103,109.12,18.808,1162.25,6.9447,1.3097,71.506,1425575,17145,41990,610750,13725,550,-2.2,16.86,13.45,0.12,1359.92,265.683,1779.578,1.58,1.87,1016.51,3253.0459,98.27,3772.56,773,4112.3172,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/9/2020,1775,97.45,1.3054,1.1105,3.6728,61.2675,71.2,8.8803,0.6857,4.088,1.1105,109.51,18.832,1158.72,6.9309,1.3065,71.2,1410675,17145,42839,613500,14900,550,-2.2,15.3,12.54,0.11,1379.5,268.604,1781.578,1.58,1.85,1015.79,3274.7042,98.58,3795.88,772,4164.3697,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/10/2020,1780.75,97.356,1.305,1.112,3.6728,61.0137,70.95,8.8855,0.6901,4.075,1.112,109.46,18.781,1157.97,6.9178,1.3059,70.95,1396550,17145,46165,599375,14125,550,-2.2,13.47,12.56,0.07,1385.68,269.465,1781.055,1.56,1.83,1010.84,3265.3511,97.49,3789.52,774,4163.1849,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/13/2020,1775,97.345,1.3056,1.1133,3.6728,61.216,70.7,8.8953,0.6903,4.061,1.1133,109.93,18.7931,1153.95,6.8924,1.2988,70.7,1381175,17145,49140,619075,15375,550,-2.2,16.13,12.32,0.08,1408.66,269.331,1781.113,1.58,1.85,1020.33,3288.1335,96.77,3779.68,765,4203.9883,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/14/2020,1782.25,97.372,1.306,1.1127,3.6728,61.3895,70.84,8.8714,0.69,4.073,1.1127,109.97,18.7753,1157.2,6.8837,1.3017,70.84,1367875,17764,62268,658400,13300,550,-2.2,15.38,12.39,0.05,1395.45,269.897,1784.197,1.58,1.82,1023.68,3283.1524,96.67,3774.88,763,4189.8862,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/15/2020,1774.75,97.229,1.3041,1.1149,3.6728,61.4,70.71,8.861,0.6902,4.0681,1.1149,109.88,18.7831,1157.91,6.8899,1.3036,70.71,1353875,17764,89428,683250,14000,550,-2.2,14.85,12.42,0.04,1388.59,269.795,1789.614,1.56,1.79,1027.61,3289.2926,95.08,3768.96,768,4166.7344,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/16/2020,1796.5,97.32,1.304,1.1135,3.6728,61.599,70.9529,8.8859,0.6898,4.061,1.1135,110.14,18.7722,1159.73,6.8769,1.3076,70.9529,1340725,17764,92400,671400,13150,550,-2.2,14.85,12.32,0.07,1389.24,270.672,1791.762,1.58,1.81,1041.03,3316.8059,95.38,3774.14,768,4149.0434,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/17/2020,1792.75,97.606,1.3063,1.1088,3.6728,61.5559,71.076,8.9118,0.6872,4.05,1.1088,110.14,18.6549,1160.44,6.8589,1.3008,71.076,1327675,17764,91951,660900,13050,550,-2.2,14.85,12.1,0.09,1402.47,271.435,1801.308,1.58,1.84,1039.28,3329.6227,95.72,3808.26,754,4154.853,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/20/2020,1805.5,97.606,1.3046,1.1094,3.6728,61.532,71.03,8.9256,0.6872,4.058,1.1094,110.18,18.6586,1158.61,6.8664,1.3009,71.03,1309050,17764,90876,642275,18625,550,-2.2,12.65,12.1,0.09,1397.27,271.855,1796.686,1.58,1.84,1039.28,3329.6227,94.85,3799.03,729,4185.8304,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/21/2020,1814.5,97.531,1.3067,1.1082,3.6728,61.865,71.16,8.9941,0.6844,4.0705,1.1082,109.86,18.7625,1169.01,6.9049,1.3047,71.16,1292500,17764,76277,623225,16550,550,-2.2,13.05,12.85,0.04,1359.18,269.889,1796.326,1.53,1.78,1029.72,3320.7908,94.4,3789.12,689,4114.3085,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/22/2020,1797.25,97.527,1.3134,1.1091,3.6728,61.8275,71.07,8.9782,0.6844,4.064,1.1091,109.83,18.6807,1164.76,6.904,1.314,71.07,1276850,17764,75550,538700,15650,550,-2.2,13.39,12.91,0.05,1370.25,269.199,1790.976,1.53,1.77,1029.52,3321.7469,93.78,3769.79,623,4131.9311,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/23/2020,1783.5,97.693,1.3122,1.1052,3.6728,61.8569,71.39,8.9947,0.6846,4.0735,1.1052,109.48,18.757,1168.54,6.9364,1.3121,71.39,1260150,17764,76652,528075,16700,550,-2.2,14.03,12.98,0.04,1349.19,266.044,1774.072,1.51,1.74,1031.47,3325.5428,93.3,3736.85,576,4003.9013,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/24/2020,1770,97.853,1.3142,1.1023,3.6728,62.0576,71.32,9.0454,0.6828,4.0645,1.1023,109.27,18.79,1169.2,6.9364,1.3076,71.32,1248025,17738,76652,515950,12125,550,-2.2,13.44,14.56,0.02,1338.56,266.585,1785.656,1.49,1.7,1015.98,3295.4734,93.15,3779.16,557,4003.9013,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/27/2020,1754.75,97.956,1.3192,1.1016,3.6728,62.9356,71.44,9.1423,0.676,4.0645,1.1016,108.89,18.905,1176.7,6.9364,1.3053,71.44,1242425,17738,76652,510350,5600,550,-2.2,17.79,18.23,-0.02,1313.17,258.123,1743.517,1.44,1.61,1003.93,3243.6282,91.5,3677.84,546,4003.9013,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/28/2020,1738,98.018,1.3155,1.102,3.6727,62.205,71.19,9.1109,0.6762,4.085,1.102,109.13,18.7155,1175.71,6.9364,1.3027,71.19,1256350,17738,76652,479925,12600,26525,-2.2,15.64,16.28,-0.02,1325.9,258.718,1756.104,1.45,1.65,1012.23,3276.2434,92.97,3719.22,539,4003.9013,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
1/29/2020,1723.5,97.991,1.3196,1.1009,3.6728,62.512,71.3,9.1589,0.6753,4.079,1.1009,108.99,18.6915,1178.68,6.9364,1.302,71.3,1274325,17738,76652,487700,14850,32825,-2.2,14.82,16.39,-0.04,1309.52,259.95,1762.851,1.42,1.6,1004.42,3273.4026,93.89,3736.36,525,4003.9013,5.8,0.9,-1.4,2.6,51.5,43.7,48.4,52.4
